,Superphenotype,Node_name,Node_type,Phenotype_MIM_number,Gene_MIM_number,Parenthetical
38,COXPD32,Nystagmus,entry.clinicalSynopsis.headAndNeckEyes,617664,,
39,COXPD32,Optic atrophy,entry.clinicalSynopsis.headAndNeckEyes,617664,,(in 1 patient)
40,COXPD32,Abnormal breathing pattern,entry.clinicalSynopsis.respiratory,617664,,(in some patients)
41,COXPD32,Hypotonia,entry.clinicalSynopsis.muscleSoftTissue,617664,,
42,COXPD32,"Decreased activities of mitochondrial respiratory complexes I, III, and IV",entry.clinicalSynopsis.muscleSoftTissue,617664,,
43,COXPD32,Delayed psychomotor development,entry.clinicalSynopsis.neurologicCentralNervousSystem,617664,,
44,COXPD32,Developmental regression,entry.clinicalSynopsis.neurologicCentralNervousSystem,617664,,
45,COXPD32,Lack of speech,entry.clinicalSynopsis.neurologicCentralNervousSystem,617664,,
46,COXPD32,Inability to walk,entry.clinicalSynopsis.neurologicCentralNervousSystem,617664,,
47,COXPD32,Spasticity,entry.clinicalSynopsis.neurologicCentralNervousSystem,617664,,
48,COXPD32,Dystonia,entry.clinicalSynopsis.neurologicCentralNervousSystem,617664,,
49,COXPD32,Choreoathetoid movements,entry.clinicalSynopsis.neurologicCentralNervousSystem,617664,,
50,COXPD32,Abnormal T2-weighted signals in the basal ganglia and brainstem,entry.clinicalSynopsis.neurologicCentralNervousSystem,617664,,
51,COXPD32,Leigh syndrome,entry.clinicalSynopsis.neurologicCentralNervousSystem,617664,,
52,COXPD32,Lactic acidosis,entry.clinicalSynopsis.metabolicFeatures,617664,,
53,COXPD32,Increased serum lactate,entry.clinicalSynopsis.laboratoryAbnormalities,617664,,
54,COXPD32,Increased CSF lactate,entry.clinicalSynopsis.laboratoryAbnormalities,617664,,
55,COXPD32,Combined oxidative phosphorylation deficiency,entry.clinicalSynopsis.laboratoryAbnormalities,617664,,
56,COXPD32,Microcephaly,entry.clinicalSynopsis.headAndNeckHead,617664,,(in some patients)
57,COXPD32,Poor feeding,entry.clinicalSynopsis.abdomenGastrointestinal,617664,,
58,COXPD32,Gastroesophageal reflux,entry.clinicalSynopsis.abdomenGastrointestinal,617664,,
59,COXPD32,Constipation,entry.clinicalSynopsis.abdomenGastrointestinal,617664,,
60,COXPD32,Joint contractures,entry.clinicalSynopsis.skeletal,617664,,
61,COXPD32,Kyphoscoliosis,entry.clinicalSynopsis.skeletalSpine,617664,,
62,COXPD32,Hyperreflexia,entry.clinicalSynopsis.neurologicPeripheralNervousSystem,617664,,
63,PGL6,Autosomal dominant,entry.clinicalSynopsis.inheritance,618464,,
64,PGL6,Increased catecholamines,entry.clinicalSynopsis.laboratoryAbnormalities,618464,,(in some patients)
65,PGL6,Hypertension,entry.clinicalSynopsis.cardiovascularVascular,618464,,
66,PGL6,Paragangliomas,entry.clinicalSynopsis.neoplasia,618464,,
67,CLL,Autosomal dominant,entry.clinicalSynopsis.inheritance,151400,,
68,CLL,Somatic mutation,entry.clinicalSynopsis.inheritance,151400,,
69,CLL,"Recurring t(11,14) and t(14,19)(q32,q13.1) translocations",entry.clinicalSynopsis.laboratoryAbnormalities,151400,,
70,CLL,Chronic lymphatic leukemia,entry.clinicalSynopsis.hematology,151400,,
71,CLL,Impaired cellular and humoral immunity,entry.clinicalSynopsis.immunology,151400,,
72,MMIHS3,Autosomal recessive,entry.clinicalSynopsis.inheritance,619362,,
73,MMIHS3,Externally palpable intestines,entry.clinicalSynopsis.abdomenGastrointestinal,619362,,
74,MMIHS3,No peristaltic movement,entry.clinicalSynopsis.abdomenGastrointestinal,619362,,
75,MMIHS3,Microcolon,entry.clinicalSynopsis.abdomenGastrointestinal,619362,,
76,MMIHS3,Distended abdomen,entry.clinicalSynopsis.abdomenExternalFeatures,619362,,
77,MMIHS3,Lax abdominal wall,entry.clinicalSynopsis.abdomenExternalFeatures,619362,,
78,MMIHS3,Hydronephrosis,entry.clinicalSynopsis.genitourinaryKidneys,619362,,
79,MMIHS3,Distended ureters,entry.clinicalSynopsis.genitourinaryUreters,619362,,
80,MMIHS3,Megacystis,entry.clinicalSynopsis.genitourinaryBladder,619362,,
81,MMIHS3,Polyhydramnios,entry.clinicalSynopsis.prenatalManifestationsAmnioticFluid,619362,,
82,DFNB106,Autosomal recessive,entry.clinicalSynopsis.inheritance,617637,,
83,DFNB106,"Hearing loss, progressive, moderate to profound",entry.clinicalSynopsis.headAndNeckEars,617637,,
84,MDDGC4,Autosomal recessive,entry.clinicalSynopsis.inheritance,611588,,
85,MDDGC4,Muscular dystrophy,entry.clinicalSynopsis.muscleSoftTissue,611588,,
86,MDDGC4,Hypotonia,entry.clinicalSynopsis.muscleSoftTissue,611588,,
87,MDDGC4,Delayed motor development,entry.clinicalSynopsis.muscleSoftTissue,611588,,
88,MDDGC4,Proximal muscle weakness,entry.clinicalSynopsis.muscleSoftTissue,611588,,
89,MDDGC4,Gowers sign,entry.clinicalSynopsis.muscleSoftTissue,611588,,
90,MDDGC4,Muscle hypertrophy,entry.clinicalSynopsis.muscleSoftTissue,611588,,
91,MDDGC4,"Patients achieve independent ambulation, but may lose it",entry.clinicalSynopsis.muscleSoftTissue,611588,,
92,MDDGC4,Dystrophic features seen on muscle biopsy,entry.clinicalSynopsis.muscleSoftTissue,611588,,
93,MDDGC4,Abnormal glycosylation of alpha-dystroglycan seen on muscle biopsy,entry.clinicalSynopsis.muscleSoftTissue,611588,,
94,MDDGC4,No central nervous system abnormalities,entry.clinicalSynopsis.neurologicCentralNervousSystem,611588,,
95,MDDGC4,Increased serum creatine kinase,entry.clinicalSynopsis.laboratoryAbnormalities,611588,,
96,MDDGC4,Contractures,entry.clinicalSynopsis.skeletal,611588,,
97,MDDGC4,Lordosis,entry.clinicalSynopsis.skeletalSpine,611588,,
98,MDDGC4,Hyporeflexia,entry.clinicalSynopsis.neurologicPeripheralNervousSystem,611588,,
99,MDDGC4,Pectus excavatum,entry.clinicalSynopsis.chestExternalFeatures,611588,,
100,MDDGC4,Pes equinovarus,entry.clinicalSynopsis.skeletalFeet,611588,,(1 patient)
101,PARK14,Autosomal recessive,entry.clinicalSynopsis.inheritance,612953,,
102,PARK14,Facial hypomimia,entry.clinicalSynopsis.headAndNeckFace,612953,,
103,PARK14,Supranuclear gaze palsy,entry.clinicalSynopsis.headAndNeckEyes,612953,,
104,PARK14,Eyelid opening apraxia,entry.clinicalSynopsis.headAndNeckEyes,612953,,
105,PARK14,Hypometric vertical saccades,entry.clinicalSynopsis.headAndNeckEyes,612953,,
106,PARK14,Cognitive decline,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
107,PARK14,Parkinsonism,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
108,PARK14,Extrapyramidal signs,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
109,PARK14,Bradykinesia,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
110,PARK14,Clumsiness,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
111,PARK14,Tremor,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
112,PARK14,Dysarthria,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
113,PARK14,Rigidity,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
114,PARK14,Dystonia,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
115,PARK14,Postural instability,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
116,PARK14,Stiff gait,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
117,PARK14,Spasticity,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
118,PARK14,Hyperreflexia,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
119,PARK14,Frontotemporal lobar atrophy,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
120,PARK14,"Frontotemporal dementia, variable severity",entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
121,PARK14,Generalized cerebral atrophy,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,
122,PARK14,Brain iron accumulation,entry.clinicalSynopsis.neurologicCentralNervousSystem,612953,,(in some patients)
123,PARK14,Increased serum creatine kinase,entry.clinicalSynopsis.laboratoryAbnormalities,612953,,
124,PARK14,Personality changes,entry.clinicalSynopsis.neurologicBehavioralPsychiatricManifestations,612953,,
125,PARK14,Aggression,entry.clinicalSynopsis.neurologicBehavioralPsychiatricManifestations,612953,,
126,PARK14,Depression,entry.clinicalSynopsis.neurologicBehavioralPsychiatricManifestations,612953,,
127,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Autosomal recessive,entry.clinicalSynopsis.inheritance,276820,,
128,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Asymmetric face,entry.clinicalSynopsis.headAndNeckFace,276820,,
129,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Long face,entry.clinicalSynopsis.headAndNeckFace,276820,,
130,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Long ears,entry.clinicalSynopsis.headAndNeckEars,276820,,
131,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Dysplastic ears,entry.clinicalSynopsis.headAndNeckEars,276820,,
132,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Low-set ears,entry.clinicalSynopsis.headAndNeckEars,276820,,
133,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Epicanthal folds,entry.clinicalSynopsis.headAndNeckEyes,276820,,
134,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Broad nasal bridge,entry.clinicalSynopsis.headAndNeckNose,276820,,
135,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Occipital meningocele,entry.clinicalSynopsis.neurologicCentralNervousSystem,276820,,
136,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Hemivertebrae,entry.clinicalSynopsis.skeletalSpine,276820,,
137,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Barrel-shaped chest,entry.clinicalSynopsis.chestExternalFeatures,276820,,
138,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Aplastic/hypoplastic tarsals,entry.clinicalSynopsis.skeletalFeet,276820,,
139,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Aplastic/hypoplastic metatarsals,entry.clinicalSynopsis.skeletalFeet,276820,,
140,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Aplastic/hypoplastic phalanges,entry.clinicalSynopsis.skeletalFeet,276820,,
141,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Hypoplastic feet,entry.clinicalSynopsis.skeletalFeet,276820,,
142,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Oligodactyly,entry.clinicalSynopsis.skeletalFeet,276820,,
143,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY","Short stature, disproportionate",entry.clinicalSynopsis.growthHeight,276820,,
144,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",High palate,entry.clinicalSynopsis.headAndNeckMouth,276820,,
145,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Narrow palate,entry.clinicalSynopsis.headAndNeckMouth,276820,,
146,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Short neck,entry.clinicalSynopsis.headAndNeckNeck,276820,,
147,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Broad neck,entry.clinicalSynopsis.headAndNeckNeck,276820,,
148,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Prominent sternum,entry.clinicalSynopsis.chestRibsSternumClaviclesAndScapulae,276820,,
149,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Pectus carinatum,entry.clinicalSynopsis.chestRibsSternumClaviclesAndScapulae,276820,,
150,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Pseudoarthrosis of clavicle,entry.clinicalSynopsis.chestRibsSternumClaviclesAndScapulae,276820,,
151,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Broad clavicles,entry.clinicalSynopsis.chestRibsSternumClaviclesAndScapulae,276820,,
152,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Broad ribs,entry.clinicalSynopsis.chestRibsSternumClaviclesAndScapulae,276820,,
153,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Hypoplastic nipples,entry.clinicalSynopsis.chestBreasts,276820,,
154,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Anteriorly displaced genitalia,entry.clinicalSynopsis.genitourinaryExternalGenitaliaMale,276820,,
155,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Hypospadias,entry.clinicalSynopsis.genitourinaryExternalGenitaliaMale,276820,,
156,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Hypoplastic scrotum,entry.clinicalSynopsis.genitourinaryExternalGenitaliaMale,276820,,
157,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Anteriorly displaced genitalia,entry.clinicalSynopsis.genitourinaryExternalGenitaliaFemale,276820,,
158,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Cryptorchidism,entry.clinicalSynopsis.genitourinaryInternalGenitaliaMale,276820,,
159,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Absent uterus,entry.clinicalSynopsis.genitourinaryInternalGenitaliaFemale,276820,,
160,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Poorly ossified calvarium,entry.clinicalSynopsis.skeletalSkull,276820,,
161,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Hip dislocation,entry.clinicalSynopsis.skeletalPelvis,276820,,
162,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Hypoplastic iliac bone,entry.clinicalSynopsis.skeletalPelvis,276820,,
163,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Aplastic pubic bones,entry.clinicalSynopsis.skeletalPelvis,276820,,
164,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Elbow flexion contractures,entry.clinicalSynopsis.skeletalLimbs,276820,,
165,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Shortened forearm,entry.clinicalSynopsis.skeletalLimbs,276820,,
166,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY","Short, bowed radii",entry.clinicalSynopsis.skeletalLimbs,276820,,
167,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Aplastic ulnae,entry.clinicalSynopsis.skeletalLimbs,276820,,
168,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Humeroradial synostosis,entry.clinicalSynopsis.skeletalLimbs,276820,,
169,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY","Short, bowed femur",entry.clinicalSynopsis.skeletalLimbs,276820,,
170,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Aplastic fibulae,entry.clinicalSynopsis.skeletalLimbs,276820,,
171,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Aplastic tibiae,entry.clinicalSynopsis.skeletalLimbs,276820,,
172,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Slender tibiae,entry.clinicalSynopsis.skeletalLimbs,276820,,
173,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Aplastic carpal bone,entry.clinicalSynopsis.skeletalHands,276820,,
174,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Mobile wrist,entry.clinicalSynopsis.skeletalHands,276820,,
175,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Aplastic/hypoplastic metacarpals,entry.clinicalSynopsis.skeletalHands,276820,,
176,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Aplastic/hypoplastic phalanges,entry.clinicalSynopsis.skeletalHands,276820,,
177,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Ectrodactyly,entry.clinicalSynopsis.skeletalHands,276820,,
178,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Oligodactyly,entry.clinicalSynopsis.skeletalHands,276820,,
179,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Pilonidal sinus,entry.clinicalSynopsis.skinNailsHairSkin,276820,,
180,"ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY",Anonychia,entry.clinicalSynopsis.skinNailsHairNails,276820,,
181,NPHP19,Autosomal recessive,entry.clinicalSynopsis.inheritance,616217,,
182,NPHP19,Nephronophthisis,entry.clinicalSynopsis.genitourinaryKidneys,616217,,(1 of 2 patients)
183,NPHP19,Increased echogenicity,entry.clinicalSynopsis.genitourinaryKidneys,616217,,(1 of 2 patients)
184,NPHP19,Tubular dilation,entry.clinicalSynopsis.genitourinaryKidneys,616217,,(1 of 2 patients)
185,NPHP19,Prominent epithelial luminal budding,entry.clinicalSynopsis.genitourinaryKidneys,616217,,(1 of 2 patients)
186,NPHP19,End-stage renal disease,entry.clinicalSynopsis.genitourinaryKidneys,616217,,(1 of 2 patients)
187,NPHP19,Hepatomegaly,entry.clinicalSynopsis.abdomenLiver,616217,,
188,NPHP19,Hepatic fibrosis,entry.clinicalSynopsis.abdomenLiver,616217,,
189,NPHP19,Destruction of bile ducts,entry.clinicalSynopsis.abdomenLiver,616217,,
190,NPHP19,Bile duct proliferation,entry.clinicalSynopsis.abdomenLiver,616217,,
191,NPHP19,Cholestasis,entry.clinicalSynopsis.abdomenLiver,616217,,
192,NPHP19,Splenomegaly,entry.clinicalSynopsis.abdomenSpleen,616217,,
193,BILIQTL1,Elevated serum bilirubin,entry.clinicalSynopsis.oldFormat.Lab,601816,,
194,BILIQTL1,Major gene effect in 11.5% of persons analyzed,entry.clinicalSynopsis.oldFormat.Inheritance,601816,,
195,BILIQTL1,Protective effect on CAD,entry.clinicalSynopsis.oldFormat.Cardiac,601816,,
196,CDG1J,Autosomal recessive,entry.clinicalSynopsis.inheritance,608093,,
197,CDG1J,Dysmorphic features,entry.clinicalSynopsis.headAndNeckFace,608093,,
198,CDG1J,Cataracts,entry.clinicalSynopsis.headAndNeckEyes,608093,,
199,CDG1J,Nystagmus,entry.clinicalSynopsis.headAndNeckEyes,608093,,
200,CDG1J,Strabismus,entry.clinicalSynopsis.headAndNeckEyes,608093,,
201,CDG1J,Respiratory insufficiency,entry.clinicalSynopsis.respiratory,608093,,
202,CDG1J,Asphyxia,entry.clinicalSynopsis.respiratory,608093,,
203,CDG1J,Apnea,entry.clinicalSynopsis.respiratory,608093,,
204,CDG1J,Hypotonia,entry.clinicalSynopsis.muscleSoftTissue,608093,,
205,CDG1J,Developmental delay,entry.clinicalSynopsis.neurologicCentralNervousSystem,608093,,
206,CDG1J,Mental retardation,entry.clinicalSynopsis.neurologicCentralNervousSystem,608093,,
207,CDG1J,Hypotonia,entry.clinicalSynopsis.neurologicCentralNervousSystem,608093,,
208,CDG1J,Hypertonia of extremities,entry.clinicalSynopsis.neurologicCentralNervousSystem,608093,,
209,CDG1J,Tremor,entry.clinicalSynopsis.neurologicCentralNervousSystem,608093,,
210,CDG1J,Hyperreflexia,entry.clinicalSynopsis.neurologicCentralNervousSystem,608093,,
211,CDG1J,Seizures,entry.clinicalSynopsis.neurologicCentralNervousSystem,608093,,
212,CDG1J,Abnormal liver enzymes,entry.clinicalSynopsis.laboratoryAbnormalities,608093,,(in 1 patient)
213,CDG1J,Hypoproteinemia,entry.clinicalSynopsis.laboratoryAbnormalities,608093,,(in 1 patient)
214,CDG1J,Abnormal isoelectric focusing of serum transferrin,entry.clinicalSynopsis.laboratoryAbnormalities,608093,,(type 1 pattern)
215,CDG1J,Microcephaly,entry.clinicalSynopsis.headAndNeckHead,608093,,
216,CDG1J,Joint contractures,entry.clinicalSynopsis.skeletal,608093,,
217,CDG1J,Chronic anemia,entry.clinicalSynopsis.hematology,608093,,(in 1 patient)
218,CDG1J,Prolonged APPT,entry.clinicalSynopsis.hematology,608093,,(in 1 patient)
219,CDG1J,Antithrombin III deficiency,entry.clinicalSynopsis.hematology,608093,,(in 1 patient)
220,CDG1J,Aggressive behavior,entry.clinicalSynopsis.neurologicBehavioralPsychiatricManifestations,608093,,(in 1 family)
221,CDG1J,Inverted nipples,entry.clinicalSynopsis.chestBreasts,608093,,
222,CDG1J,Cryptorchidism,entry.clinicalSynopsis.genitourinaryInternalGenitaliaMale,608093,,(1 patient)
223,CDG1J,Fifth finger clinodactyly,entry.clinicalSynopsis.skeletalHands,608093,,
224,CDG1J,Single flexion crease,entry.clinicalSynopsis.skeletalHands,608093,,
225,CDG1J,Fetal fat pads,entry.clinicalSynopsis.skeletalHands,608093,,
226,CDG1J,Skin dimples on upper thighs,entry.clinicalSynopsis.skinNailsHairSkin,608093,,(1 patient)
227,CDG1J,Jaundice,entry.clinicalSynopsis.skinNailsHairSkin,608093,,(1 patient)
228,AGS4,Autosomal recessive,entry.clinicalSynopsis.inheritance,610333,,
229,AGS4,Intrauterine growth retardation,entry.clinicalSynopsis.growthOther,610333,,
230,AGS4,Low-set ears,entry.clinicalSynopsis.headAndNeckEars,610333,,
231,AGS4,Anteriorly rotated ears,entry.clinicalSynopsis.headAndNeckEars,610333,,
232,AGS4,Visual inattention,entry.clinicalSynopsis.headAndNeckEyes,610333,,
233,AGS4,Hooked nose,entry.clinicalSynopsis.headAndNeckNose,610333,,
234,AGS4,Spasticity,entry.clinicalSynopsis.neurologicCentralNervousSystem,610333,,
235,AGS4,Clonic seizures,entry.clinicalSynopsis.neurologicCentralNervousSystem,610333,,
236,AGS4,Severe psychomotor retardation,entry.clinicalSynopsis.neurologicCentralNervousSystem,610333,,
237,AGS4,Hydrocephalus,entry.clinicalSynopsis.neurologicCentralNervousSystem,610333,,
238,AGS4,Enlarged ventricles,entry.clinicalSynopsis.neurologicCentralNervousSystem,610333,,
239,AGS4,Calcifications,entry.clinicalSynopsis.neurologicCentralNervousSystem,610333,,
240,AGS4,Leukodystrophy,entry.clinicalSynopsis.neurologicCentralNervousSystem,610333,,
241,AGS4,Cerebral atrophy,entry.clinicalSynopsis.neurologicCentralNervousSystem,610333,,
242,AGS4,Cerebellar atrophy,entry.clinicalSynopsis.neurologicCentralNervousSystem,610333,,
243,AGS4,Brain stem atrophy,entry.clinicalSynopsis.neurologicCentralNervousSystem,610333,,
244,AGS4,Elevated white cell count in cerebrospinal fluid,entry.clinicalSynopsis.neurologicCentralNervousSystem,610333,,
245,AGS4,Elevated interferon levels in cerebrospinal fluid,entry.clinicalSynopsis.neurologicCentralNervousSystem,610333,,
246,AGS4,"Elevated pterin levels (tetrahydrobiopterin, neopterin) in cerebrospinal fluid",entry.clinicalSynopsis.neurologicCentralNervousSystem,610333,,
247,AGS4,"Increased serum alpha-interferon (IFNA1,",entry.clinicalSynopsis.laboratoryAbnormalities,610333,,
248,AGS4,Increased CSF interferon,entry.clinicalSynopsis.laboratoryAbnormalities,610333,,
249,AGS4,CSF lymphocytosis,entry.clinicalSynopsis.laboratoryAbnormalities,610333,,
250,AGS4,Microcephaly,entry.clinicalSynopsis.headAndNeckHead,610333,,
