,Superphenotype,Node_name,Node_type,Phenotype_MIM_number,Gene_MIM_number,Parenthetical
24,RHYNS,Congenital palsy of right cranial nerve IV,entry.clinicalSynopsis.neurologicCentralNervousSystem,602152,,
25,RHYNS,Congenital palsy of left cranial nerve VI,entry.clinicalSynopsis.neurologicCentralNervousSystem,602152,,
26,RHYNS,Hypopituitarism,entry.clinicalSynopsis.endocrineFeatures,602152,,
27,RHYNS,Growth hormone deficiency,entry.clinicalSynopsis.endocrineFeatures,602152,,
28,RHYNS,Thyroid stimulating hormone deficiency,entry.clinicalSynopsis.endocrineFeatures,602152,,
29,HRZ,Autosomal dominant,entry.clinicalSynopsis.inheritance,181600,,
30,HRZ,Tapered fingers,entry.clinicalSynopsis.skeletalHands,181600,,
31,HRZ,Abnormal or absent dermatoglyphic pattern,entry.clinicalSynopsis.skinNailsHairSkin,181600,,
32,HRZ,Palmoplantar hypohidrosis,entry.clinicalSynopsis.skinNailsHairSkin,181600,,
33,HRZ,"Palmoplantar keratoderma, mild",entry.clinicalSynopsis.skinNailsHairSkin,181600,,
34,HRZ,Accentuated palmoplantar creases,entry.clinicalSynopsis.skinNailsHairSkin,181600,,
35,HRZ,Congenital scleroatrophy of hands and feet,entry.clinicalSynopsis.skinNailsHairSkin,181600,,
36,HRZ,Atrophic plaques on fingers and dorsa of hands,entry.clinicalSynopsis.skinNailsHairSkin,181600,,
37,HRZ,Hyperorthokeratosis,entry.clinicalSynopsis.skinNailsHairSkinHistology,181600,,
38,HRZ,Acanthotic epidermis,entry.clinicalSynopsis.skinNailsHairSkinHistology,181600,,
39,HRZ,Prominent granular cell layer,entry.clinicalSynopsis.skinNailsHairSkinHistology,181600,,
40,HRZ,"Fibrosis in upper and mid-dermis, mild",entry.clinicalSynopsis.skinNailsHairSkinHistology,181600,,
41,HRZ,Increased number of blood vessels,entry.clinicalSynopsis.skinNailsHairSkinHistology,181600,,
42,HRZ,Absence of Langerhans cells in affected skin,entry.clinicalSynopsis.skinNailsHairSkinHistology,181600,,
43,HRZ,Nail hypoplasia,entry.clinicalSynopsis.skinNailsHairNails,181600,,
44,HRZ,Thin nail plates,entry.clinicalSynopsis.skinNailsHairNails,181600,,
45,HRZ,Longitudinal ridges,entry.clinicalSynopsis.skinNailsHairNails,181600,,
46,HRZ,Angle formation,entry.clinicalSynopsis.skinNailsHairNails,181600,,
47,HRZ,Fissures,entry.clinicalSynopsis.skinNailsHairNails,181600,,
48,HRZ,V-shaped notches,entry.clinicalSynopsis.skinNailsHairNails,181600,,
49,HRZ,"Squamous cell carcinoma (in areas of scleroatrophic skin) <G,H",entry.clinicalSynopsis.neoplasia,181600,,
50,CSB,Autosomal recessive,entry.clinicalSynopsis.inheritance,133540,,
51,CSB,Malformed ears,entry.clinicalSynopsis.headAndNeckEars,133540,,
52,CSB,Sensorineural hearing loss,entry.clinicalSynopsis.headAndNeckEars,133540,,
53,CSB,Pigmentary retinopathy,entry.clinicalSynopsis.headAndNeckEyes,133540,,
54,CSB,Optic atrophy,entry.clinicalSynopsis.headAndNeckEyes,133540,,
55,CSB,Strabismus,entry.clinicalSynopsis.headAndNeckEyes,133540,,
56,CSB,Hyperopia,entry.clinicalSynopsis.headAndNeckEyes,133540,,
57,CSB,Corneal opacity,entry.clinicalSynopsis.headAndNeckEyes,133540,,
58,CSB,Decreased lacrimation,entry.clinicalSynopsis.headAndNeckEyes,133540,,
59,CSB,Nystagmus,entry.clinicalSynopsis.headAndNeckEyes,133540,,
60,CSB,Cataracts,entry.clinicalSynopsis.headAndNeckEyes,133540,,
61,CSB,Microphthalmos,entry.clinicalSynopsis.headAndNeckEyes,133540,,
62,CSB,Iris hypoplasia,entry.clinicalSynopsis.headAndNeckEyes,133540,,
63,CSB,Microcornea,entry.clinicalSynopsis.headAndNeckEyes,133540,,
64,CSB,Proteinuria,entry.clinicalSynopsis.genitourinaryKidneys,133540,,
65,CSB,Renal failure,entry.clinicalSynopsis.genitourinaryKidneys,133540,,
66,CSB,Osteoporosis,entry.clinicalSynopsis.skeletal,133540,,
67,CSB,Thickened calvarium,entry.clinicalSynopsis.skeletalSkull,133540,,
68,CSB,Kyphosis,entry.clinicalSynopsis.skeletalSpine,133540,,
69,CSB,Vertebral body abnormalities,entry.clinicalSynopsis.skeletalSpine,133540,,
70,CSB,Intervertebral calcifications,entry.clinicalSynopsis.skeletalSpine,133540,,
71,CSB,"Small, squared off pelvis",entry.clinicalSynopsis.skeletalPelvis,133540,,
72,CSB,Hypoplastic iliac wings,entry.clinicalSynopsis.skeletalPelvis,133540,,
73,CSB,Mild to moderate joint limitation,entry.clinicalSynopsis.skeletalLimbs,133540,,
74,CSB,Sclerotic ivory phalangeal epiphyses,entry.clinicalSynopsis.skeletalHands,133540,,
75,CSB,Mental retardation,entry.clinicalSynopsis.neurologicCentralNervousSystem,133540,,
76,CSB,Normal pressure hydrocephalus,entry.clinicalSynopsis.neurologicCentralNervousSystem,133540,,
77,CSB,Poor-absent neurologic development,entry.clinicalSynopsis.neurologicCentralNervousSystem,133540,,
78,CSB,Basal ganglia calcifications,entry.clinicalSynopsis.neurologicCentralNervousSystem,133540,,
79,CSB,Subcortical white matter calcifications,entry.clinicalSynopsis.neurologicCentralNervousSystem,133540,,
80,CSB,Cerebellar calcifications,entry.clinicalSynopsis.neurologicCentralNervousSystem,133540,,
81,CSB,Patchy demyelination of subcortical white matter,entry.clinicalSynopsis.neurologicCentralNervousSystem,133540,,
82,CSB,Cerebral atrophy,entry.clinicalSynopsis.neurologicCentralNervousSystem,133540,,
83,CSB,Seizures,entry.clinicalSynopsis.neurologicCentralNervousSystem,133540,,
84,CSB,Photosensitivity,entry.clinicalSynopsis.skinNailsHairSkin,133540,,
85,CSB,Scarring,entry.clinicalSynopsis.skinNailsHairSkin,133540,,
86,CSB,Pigmentation,entry.clinicalSynopsis.skinNailsHairSkin,133540,,
87,CSB,Atrophy,entry.clinicalSynopsis.skinNailsHairSkin,133540,,
88,CSB,Anhidrosis,entry.clinicalSynopsis.skinNailsHairSkin,133540,,
89,CSB,Dry skin,entry.clinicalSynopsis.skinNailsHairSkin,133540,,
90,CSB,Decreased subcutaneous adipose tissue,entry.clinicalSynopsis.skinNailsHairSkin,133540,,
91,CSB,Intrauterine growth retardation,entry.clinicalSynopsis.growthOther,133540,,
92,CSB,Low birth weight,entry.clinicalSynopsis.growthOther,133540,,
93,CSB,Marked failure to thrive,entry.clinicalSynopsis.growthOther,133540,,
94,CSB,Postnatal growth retardation,entry.clinicalSynopsis.growthOther,133540,,
95,CSB,Cachectic dwarfism,entry.clinicalSynopsis.growthOther,133540,,
96,CSB,Microcephaly,entry.clinicalSynopsis.headAndNeckHead,133540,,
97,CSB,Mandible prognathism,entry.clinicalSynopsis.headAndNeckHead,133540,,
98,CSB,Loss of facial adipose tissue,entry.clinicalSynopsis.headAndNeckFace,133540,,
99,CSB,Wizened face,entry.clinicalSynopsis.headAndNeckFace,133540,,
100,CSB,Slender nose,entry.clinicalSynopsis.headAndNeckNose,133540,,
101,CSB,Dental caries,entry.clinicalSynopsis.headAndNeckTeeth,133540,,
102,CSB,Delayed eruption of deciduous teeth,entry.clinicalSynopsis.headAndNeckTeeth,133540,,
103,CSB,Malocclusion,entry.clinicalSynopsis.headAndNeckTeeth,133540,,
104,CSB,Absent/hypoplastic teeth,entry.clinicalSynopsis.headAndNeckTeeth,133540,,
105,CSB,Cardiac arrhythmias,entry.clinicalSynopsis.cardiovascularHeart,133540,,
106,CSB,Hypertension,entry.clinicalSynopsis.cardiovascularVascular,133540,,
107,CSB,Hepatomegaly,entry.clinicalSynopsis.abdomenLiver,133540,,
108,CSB,Splenomegaly,entry.clinicalSynopsis.abdomenSpleen,133540,,
109,CSB,Micropenis,entry.clinicalSynopsis.genitourinaryExternalGenitaliaMale,133540,,
110,CSB,Cryptorchidism,entry.clinicalSynopsis.genitourinaryInternalGenitaliaMale,133540,,
111,CSB,Precociously senile appearance,entry.clinicalSynopsis.skinNailsHair,133540,,
112,CSB,"Thin, dry hair",entry.clinicalSynopsis.skinNailsHairHair,133540,,
113,CSB,Decreased subcutaneous adipose tissue,entry.clinicalSynopsis.muscleSoftTissue,133540,,
114,CSB,Dysmyelination,entry.clinicalSynopsis.neurologicPeripheralNervousSystem,133540,,
115,CSB,Ataxia,entry.clinicalSynopsis.neurologicPeripheralNervousSystem,133540,,
116,CSB,Tremor,entry.clinicalSynopsis.neurologicPeripheralNervousSystem,133540,,
117,CSB,Weakness,entry.clinicalSynopsis.neurologicPeripheralNervousSystem,133540,,
118,CSB,Peripheral neuropathy,entry.clinicalSynopsis.neurologicPeripheralNervousSystem,133540,,
119,CSB,Slowed nerve conduction velocities,entry.clinicalSynopsis.neurologicPeripheralNervousSystem,133540,,
120,CSB,Abnormal myelination in sural nerve biopsies,entry.clinicalSynopsis.laboratoryAbnormalities,133540,,
121,CSB,Disturbed visual and brainstem auditory evoked responses indicative of CNS demyelination,entry.clinicalSynopsis.laboratoryAbnormalities,133540,,
122,CSB,Increased cellular sensitivity to UV light,entry.clinicalSynopsis.laboratoryAbnormalities,133540,,
123,DEE45,Autosomal dominant,entry.clinicalSynopsis.inheritance,617153,,
124,DEE45,Cortical visual impairment,entry.clinicalSynopsis.headAndNeckEyes,617153,,(in some patients)
125,DEE45,Epileptic encephalopathy,entry.clinicalSynopsis.neurologicCentralNervousSystem,617153,,
126,DEE45,Delayed psychomotor development,entry.clinicalSynopsis.neurologicCentralNervousSystem,617153,,
127,DEE45,Psychomotor regression,entry.clinicalSynopsis.neurologicCentralNervousSystem,617153,,
128,DEE45,Hypotonia,entry.clinicalSynopsis.neurologicCentralNervousSystem,617153,,
129,DEE45,Seizures,entry.clinicalSynopsis.neurologicCentralNervousSystem,617153,,
130,DEE45,Hypsarrhythmia,entry.clinicalSynopsis.neurologicCentralNervousSystem,617153,,(in some patients)
131,DEE45,Epilepsy of infancy with migrating focal seizures,entry.clinicalSynopsis.neurologicCentralNervousSystem,617153,,(EIMFS)
132,DEE45,Ataxia,entry.clinicalSynopsis.neurologicCentralNervousSystem,617153,,
133,DEE45,Thin corpus callosum,entry.clinicalSynopsis.neurologicCentralNervousSystem,617153,,
134,DEE45,Cerebral atrophy,entry.clinicalSynopsis.neurologicCentralNervousSystem,617153,,
135,DEE45,White matter atrophy,entry.clinicalSynopsis.neurologicCentralNervousSystem,617153,,
136,CIAT,Autosomal dominant,entry.clinicalSynopsis.inheritance,614306,,
137,CIAT,Optic nerve hypoplasia,entry.clinicalSynopsis.headAndNeckEyes,614306,,(1 patient)
138,CIAT,Gaze-evoked nystagmus,entry.clinicalSynopsis.headAndNeckEyes,614306,,(1 patient)
139,CIAT,Esophoria,entry.clinicalSynopsis.headAndNeckEyes,614306,,(1 patient)
140,CIAT,Amblyopia,entry.clinicalSynopsis.headAndNeckEyes,614306,,(1 patient)
141,CIAT,Global developmental delay,entry.clinicalSynopsis.neurologicCentralNervousSystem,614306,,
142,CIAT,Impaired intellectual development,entry.clinicalSynopsis.neurologicCentralNervousSystem,614306,,
143,CIAT,Ataxia,entry.clinicalSynopsis.neurologicCentralNervousSystem,614306,,(in some patients)
144,CIAT,Language delay,entry.clinicalSynopsis.neurologicCentralNervousSystem,614306,,
145,CIAT,Dysmetria,entry.clinicalSynopsis.neurologicCentralNervousSystem,614306,,(1 patient)
146,CIAT,Dysarthria,entry.clinicalSynopsis.neurologicCentralNervousSystem,614306,,(1 patient)
147,CIAT,Cerebellar atrophy seen on MRI,entry.clinicalSynopsis.neurologicCentralNervousSystem,614306,,(1 patient)
148,CIAT,Hypotonia,entry.clinicalSynopsis.muscleSoftTissue,614306,,(in some patients)
149,CIAT,Attention deficit-hyperactivity disorder,entry.clinicalSynopsis.neurologicBehavioralPsychiatricManifestations,614306,,
150,CIAT,Emotional lability,entry.clinicalSynopsis.neurologicBehavioralPsychiatricManifestations,614306,,
151,PITA5,Autosomal dominant,entry.clinicalSynopsis.inheritance,617540,,
152,PITA5,Pituitary adenoma,entry.clinicalSynopsis.neurologicCentralNervousSystem,617540,,
153,PITA5,Pituitary adenoma,entry.clinicalSynopsis.endocrineFeatures,617540,,
154,GIKANIS,Autosomal recessive,entry.clinicalSynopsis.inheritance,263210,,
155,GIKANIS,Low-set ears,entry.clinicalSynopsis.headAndNeckEars,263210,,
156,GIKANIS,Posteriorly rotated ears,entry.clinicalSynopsis.headAndNeckEars,263210,,
157,GIKANIS,Fleshy ears,entry.clinicalSynopsis.headAndNeckEars,263210,,
158,GIKANIS,Hypertelorism,entry.clinicalSynopsis.headAndNeckEyes,263210,,
159,GIKANIS,Polycystic kidneys,entry.clinicalSynopsis.genitourinaryKidneys,263210,,
160,GIKANIS,Skeletal dysplasia,entry.clinicalSynopsis.skeletal,263210,,
161,GIKANIS,Joint contractures,entry.clinicalSynopsis.skeletal,263210,,
162,GIKANIS,Thick occipital bone,entry.clinicalSynopsis.skeletalSkull,263210,,
163,GIKANIS,Decreased ossification of the skull,entry.clinicalSynopsis.skeletalSkull,263210,,
164,GIKANIS,Absent or decreased ossification of the vertebral bodies,entry.clinicalSynopsis.skeletalSpine,263210,,
165,GIKANIS,Absent ossification of the pubic rami,entry.clinicalSynopsis.skeletalPelvis,263210,,
166,GIKANIS,Round pelvis,entry.clinicalSynopsis.skeletalPelvis,263210,,
167,GIKANIS,Ovoid ischia,entry.clinicalSynopsis.skeletalPelvis,263210,,
168,GIKANIS,Brachymelia,entry.clinicalSynopsis.skeletalLimbs,263210,,
169,GIKANIS,Short tubular bones,entry.clinicalSynopsis.skeletalLimbs,263210,,
170,GIKANIS,Metaphyseal broadening,entry.clinicalSynopsis.skeletalLimbs,263210,,
171,GIKANIS,Ulnar deviation of the hands,entry.clinicalSynopsis.skeletalHands,263210,,
172,GIKANIS,Microcephaly,entry.clinicalSynopsis.headAndNeckHead,263210,,
173,GIKANIS,Brachycephaly,entry.clinicalSynopsis.headAndNeckHead,263210,,
174,GIKANIS,Micrognathia,entry.clinicalSynopsis.headAndNeckFace,263210,,
175,GIKANIS,Retrognathia,entry.clinicalSynopsis.headAndNeckFace,263210,,
176,GIKANIS,Flat philtrum,entry.clinicalSynopsis.headAndNeckFace,263210,,
177,GIKANIS,Beaked nose,entry.clinicalSynopsis.headAndNeckNose,263210,,
178,GIKANIS,Hypoplastic alae nasi,entry.clinicalSynopsis.headAndNeckNose,263210,,
179,GIKANIS,Congenital heart defects,entry.clinicalSynopsis.cardiovascularHeart,263210,,
180,GIKANIS,Periportal fibrosis,entry.clinicalSynopsis.abdomenLiver,263210,,
181,GIKANIS,Short neck,entry.clinicalSynopsis.headAndNeckNeck,263210,,
182,GIKANIS,Lung hypoplasia,entry.clinicalSynopsis.respiratoryLung,263210,,
183,GIKANIS,Abnormal lung lobation,entry.clinicalSynopsis.respiratoryLung,263210,,
184,GIKANIS,Diaphragmatic hernia,entry.clinicalSynopsis.chestDiaphragm,263210,,
185,GIKANIS,Dilated pancreatic ducts,entry.clinicalSynopsis.abdomenPancreas,263210,,
186,GIKANIS,Abnormal feet position,entry.clinicalSynopsis.skeletalFeet,263210,,
187,BOS,Autosomal dominant,entry.clinicalSynopsis.inheritance,166700,,
188,BOS,"Osteopoikilosis ('spotted bones') typically located in epiphyses and metaphyses of long bones, wrist, foot, ankle, pelvis, and scapula",entry.clinicalSynopsis.skeletal,166700,,
189,BOS,Stiff joints,entry.clinicalSynopsis.skeletal,166700,,
190,BOS,Osteosclerosis,entry.clinicalSynopsis.skeletal,166700,,
191,BOS,"Melorheostosis, typically affect diaphyses",entry.clinicalSynopsis.skeletal,166700,,(less common)
192,BOS,Subcutaneous nontender firm nodules,entry.clinicalSynopsis.skinNailsHairSkin,166700,,
193,BOS,Subcutaneous connective tissue nevi,entry.clinicalSynopsis.skinNailsHairSkin,166700,,
194,BOS,Elastin-rich connective tissue nevi,entry.clinicalSynopsis.skinNailsHairSkin,166700,,(elastoma)
195,BOS,Collagen-rich connective tissue nevi,entry.clinicalSynopsis.skinNailsHairSkin,166700,,(dermatofibrosis lenticularis disseminata)
196,MONA,Autosomal recessive,entry.clinicalSynopsis.inheritance,259600,,
197,MONA,Osteoporosis,entry.clinicalSynopsis.skeletal,259600,,
198,MONA,Flexion contracture,entry.clinicalSynopsis.skeletalPelvis,259600,,(hip)
199,MONA,Flexion contractures,entry.clinicalSynopsis.skeletalLimbs,259600,,(elbows and knees)
200,MONA,Fusiform finger swelling,entry.clinicalSynopsis.skeletalHands,259600,,
201,MONA,Interphalangeal joint erosions,entry.clinicalSynopsis.skeletalHands,259600,,
202,MONA,Finger contractures,entry.clinicalSynopsis.skeletalHands,259600,,
203,MONA,Carpal osteolysis,entry.clinicalSynopsis.skeletalHands,259600,,
204,MONA,Widened metacarpal shaft,entry.clinicalSynopsis.skeletalHands,259600,,
205,MONA,Thin metacarpal cortices,entry.clinicalSynopsis.skeletalHands,259600,,
206,MONA,Subcutaneous nodules,entry.clinicalSynopsis.skinNailsHairSkin,259600,,"(interphalangeal joints, knees, feet, elbows, pretibial)"
207,MONA,Hyperpigmented erythematous lesions,entry.clinicalSynopsis.skinNailsHairSkin,259600,,
208,MONA,Elevated antinuclear antibody (ANA),entry.clinicalSynopsis.laboratoryAbnormalities,259600,,(speckled pattern)
209,MONA,Elevated IL1-beta,entry.clinicalSynopsis.laboratoryAbnormalities,259600,,
210,MONA,Elevated IL6,entry.clinicalSynopsis.laboratoryAbnormalities,259600,,
211,MONA,Pes planus,entry.clinicalSynopsis.skeletalFeet,259600,,
212,MONA,Pes cavus,entry.clinicalSynopsis.skeletalFeet,259600,,
213,MONA,Tarsal osteolysis,entry.clinicalSynopsis.skeletalFeet,259600,,
214,MONA,Widened metatarsal shaft,entry.clinicalSynopsis.skeletalFeet,259600,,
215,MONA,Interphalangeal joint erosions,entry.clinicalSynopsis.skeletalFeet,259600,,
216,MONA,Thin metatarsal cortices,entry.clinicalSynopsis.skeletalFeet,259600,,
217,MRD34,Autosomal dominant,entry.clinicalSynopsis.inheritance,616351,,
218,MRD34,Hearing impairment,entry.clinicalSynopsis.headAndNeckEars,616351,,
219,MRD34,Epicanthus,entry.clinicalSynopsis.headAndNeckEyes,616351,,
220,MRD34,Ptosis,entry.clinicalSynopsis.headAndNeckEyes,616351,,
221,MRD34,Cortical vision impairment,entry.clinicalSynopsis.headAndNeckEyes,616351,,
222,MRD34,Synophrys,entry.clinicalSynopsis.headAndNeckEyes,616351,,
223,MRD34,Global developmental delay,entry.clinicalSynopsis.neurologicCentralNervousSystem,616351,,
224,MRD34,Seizures,entry.clinicalSynopsis.neurologicCentralNervousSystem,616351,,
225,MRD34,Cortical vision impairment,entry.clinicalSynopsis.neurologicCentralNervousSystem,616351,,
226,MRD34,Broad-based gait,entry.clinicalSynopsis.neurologicCentralNervousSystem,616351,,
227,MRD34,"Microcephaly, postnatal",entry.clinicalSynopsis.headAndNeckHead,616351,,
228,MRD34,Smooth philtrum,entry.clinicalSynopsis.headAndNeckFace,616351,,
229,MRD34,Anteverted nares,entry.clinicalSynopsis.headAndNeckNose,616351,,
230,MRD34,Bruxism,entry.clinicalSynopsis.headAndNeckTeeth,616351,,
231,MRD34,Widely-spaced teeth,entry.clinicalSynopsis.headAndNeckTeeth,616351,,
232,MRD34,Stereotypic behaviors,entry.clinicalSynopsis.neurologicBehavioralPsychiatricManifestations,616351,,(in one patient)
233,MRD34,Small feet,entry.clinicalSynopsis.skeletalFeet,616351,,
234,MRD34,2-3 toe syndactyly,entry.clinicalSynopsis.skeletalFeet,616351,,
235,MRD34,Drooling,entry.clinicalSynopsis.headAndNeckMouth,616351,,
236,IMD13,Autosomal dominant,entry.clinicalSynopsis.inheritance,615518,,
237,IMD13,Recurrent otitis media,entry.clinicalSynopsis.headAndNeckEars,615518,,
238,IMD13,Recurrent shingles,entry.clinicalSynopsis.skinNailsHairSkin,615518,,
239,IMD13,Fungal dermatitis,entry.clinicalSynopsis.skinNailsHairSkin,615518,,
240,IMD13,Persistent severe fungal infections of fingernails and toenails,entry.clinicalSynopsis.skinNailsHairNails,615518,,
241,IMD13,Partial loss of nails,entry.clinicalSynopsis.skinNailsHairNails,615518,,
242,IMD13,Recurrent bacterial pneumonia,entry.clinicalSynopsis.respiratoryLung,615518,,
243,IMD13,Bronchiolitis obliterans organizing pneumonia,entry.clinicalSynopsis.respiratoryLung,615518,,
244,IMD13,Herpetic lesions,entry.clinicalSynopsis.headAndNeckMouth,615518,,
245,IMD13,Recurrent sinusitis,entry.clinicalSynopsis.respiratoryNasopharynx,615518,,
246,IMD13,Reduced CD4 T-lymphocyte counts,entry.clinicalSynopsis.immunology,615518,,
247,IMD13,Reduced CD3 T-lymphocyte counts,entry.clinicalSynopsis.immunology,615518,,
248,IMD13,Lymphopenia,entry.clinicalSynopsis.immunology,615518,,
249,IMD13,Severely reduced response to mitogens,entry.clinicalSynopsis.immunology,615518,,
250,IMD13,Severely reduced response to Candida and tetanus toxoid antigens,entry.clinicalSynopsis.immunology,615518,,
251,IMD13,"Normal levels of IgM, IgA, and IgG",entry.clinicalSynopsis.immunology,615518,,
252,IMD13,Normal response to bacterial antigens,entry.clinicalSynopsis.immunology,615518,,
253,RP58,Autosomal recessive,entry.clinicalSynopsis.inheritance,613617,,
254,RP58,"Night blindness, progressive",entry.clinicalSynopsis.headAndNeckEyes,613617,,
255,RP58,Loss of peripheral vision,entry.clinicalSynopsis.headAndNeckEyes,613617,,
256,RP58,Waxy pale optic disc,entry.clinicalSynopsis.headAndNeckEyes,613617,,
257,RP58,Attenuation of retinal arteries,entry.clinicalSynopsis.headAndNeckEyes,613617,,
258,RP58,Bone spicule pigment deposits in midperiphery of retina,entry.clinicalSynopsis.headAndNeckEyes,613617,,
259,RP58,Loss of rod and cone responses seen on ERG,entry.clinicalSynopsis.headAndNeckEyes,613617,,
260,ISDNA,Autosomal recessive,entry.clinicalSynopsis.inheritance,617425,,
261,ISDNA,"Short stature, disproportionate",entry.clinicalSynopsis.growthHeight,617425,,
262,ISDNA,Hypertelorism,entry.clinicalSynopsis.headAndNeckEyes,617425,,(in some patients)
263,ISDNA,Premature craniosynostosis,entry.clinicalSynopsis.skeletalSkull,617425,,(rare)
264,ISDNA,"Microcephaly, progressive",entry.clinicalSynopsis.skeletalSkull,617425,,(rare)
265,ISDNA,"Platyspondyly, severe",entry.clinicalSynopsis.skeletalSpine,617425,,
266,ISDNA,Cervical spine malformation,entry.clinicalSynopsis.skeletalSpine,617425,,
267,ISDNA,Cervical instability,entry.clinicalSynopsis.skeletalSpine,617425,,(in some patients)
268,ISDNA,Hypoplastic odontoid peg,entry.clinicalSynopsis.skeletalSpine,617425,,
269,ISDNA,"Kyphoscoliosis, progressive",entry.clinicalSynopsis.skeletalSpine,617425,,
270,ISDNA,Sloping acetabular roof,entry.clinicalSynopsis.skeletalPelvis,617425,,
271,ISDNA,Trident-shaped acetabula,entry.clinicalSynopsis.skeletalPelvis,617425,,
272,ISDNA,Shallow lateral notches,entry.clinicalSynopsis.skeletalPelvis,617425,,
273,ISDNA,Narrow sciatic notches,entry.clinicalSynopsis.skeletalPelvis,617425,,
274,ISDNA,Coxa valga,entry.clinicalSynopsis.skeletalPelvis,617425,,
275,ISDNA,Radial head dislocation,entry.clinicalSynopsis.skeletalLimbs,617425,,
276,ISDNA,Small capital femoral epiphyses,entry.clinicalSynopsis.skeletalLimbs,617425,,
277,ISDNA,Epiphyseal dysplasia,entry.clinicalSynopsis.skeletalLimbs,617425,,
278,ISDNA,Metaphyseal dysplasia,entry.clinicalSynopsis.skeletalLimbs,617425,,
279,ISDNA,Brachydactyly,entry.clinicalSynopsis.skeletalHands,617425,,
280,ISDNA,Delayed carpal ossification,entry.clinicalSynopsis.skeletalHands,617425,,
281,ISDNA,Lack of ossification of fifth-finger middle phalanx,entry.clinicalSynopsis.skeletalHands,617425,,(in some patients)
282,ISDNA,"Intellectual disability, mild to severe",entry.clinicalSynopsis.neurologicCentralNervousSystem,617425,,
283,ISDNA,Motor delay,entry.clinicalSynopsis.neurologicCentralNervousSystem,617425,,
284,ISDNA,Seizures,entry.clinicalSynopsis.neurologicCentralNervousSystem,617425,,(in some patients)
285,ISDNA,Truncal muscular hypotonia,entry.clinicalSynopsis.neurologicCentralNervousSystem,617425,,(in some patients)
286,ISDNA,Hypertonia of limbs,entry.clinicalSynopsis.neurologicCentralNervousSystem,617425,,(in some patients)
287,ISDNA,Single palmar crease,entry.clinicalSynopsis.skinNailsHairSkin,617425,,
288,ISDNA,Abnormal palmar crease,entry.clinicalSynopsis.skinNailsHairSkin,617425,,(rare)
289,ISDNA,Erythroderma,entry.clinicalSynopsis.skinNailsHairSkin,617425,,(in some patients)
290,ISDNA,Coarse facies,entry.clinicalSynopsis.headAndNeckFace,617425,,
291,ISDNA,Full cheeks,entry.clinicalSynopsis.headAndNeckFace,617425,,
292,ISDNA,Prominent nose,entry.clinicalSynopsis.headAndNeckNose,617425,,
293,ISDNA,Depressed nasal bridge,entry.clinicalSynopsis.headAndNeckNose,617425,,
294,ISDNA,Broad nasal tip,entry.clinicalSynopsis.headAndNeckNose,617425,,
295,ISDNA,Liver cysts,entry.clinicalSynopsis.abdomenLiver,617425,,(in some patients)
296,ISDNA,Truncal hypotonia,entry.clinicalSynopsis.muscleSoftTissue,617425,,(in some patients)
297,ISDNA,Hypertonia in limbs,entry.clinicalSynopsis.muscleSoftTissue,617425,,(in some patients)
298,ISDNA,Frequent infections,entry.clinicalSynopsis.immunology,617425,,
