,Category,ID,Name,PValue,QValueFDRBH,QValueFDRBY,QValueBonferroni,TotalGenes,GenesInTerm,GenesInQuery,GenesInTermInQuery,Source,URL,Genes
10,Pubmed,24443028,Collagen type VI myopathies.,1.740514717571004e-10,2.685204676337336e-07,2.8870728380000002e-06,4.564847949e-06,44761,3,26,3,Pubmed,http://pubmed.org/24443028,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
11,Pubmed,20301676,Collagen Type VI-Related Disorders,1.740514717571004e-10,2.685204676337336e-07,2.8870728380000002e-06,4.564847949e-06,44761,3,26,3,Pubmed,http://pubmed.org/20301676,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
12,Pubmed,16141002,Collagen VI related muscle disorders.,1.740514717571004e-10,2.685204676337336e-07,2.8870728380000002e-06,4.564847949e-06,44761,3,26,3,Pubmed,http://pubmed.org/16141002,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
13,Pubmed,18366090,Exon skipping mutations in collagen VI are common and are predictive for severity and inheritance.,1.740514717571004e-10,2.685204676337336e-07,2.8870728380000002e-06,4.564847949e-06,44761,3,26,3,Pubmed,http://pubmed.org/18366090,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
14,Pubmed,8489506,"Cloning and sequence analysis of cDNAs encoding the alpha 1, alpha 2 and alpha 3 chains of mouse collagen VI.",1.740514717571004e-10,2.685204676337336e-07,2.8870728380000002e-06,4.564847949e-06,44761,3,26,3,Pubmed,http://pubmed.org/8489506,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
15,Pubmed,3198591,Amino acid sequence of the triple-helical domain of human collagen type VI.,1.740514717571004e-10,2.685204676337336e-07,2.8870728380000002e-06,4.564847949e-06,44761,3,26,3,Pubmed,http://pubmed.org/3198591,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
16,Pubmed,3348212,Cloning and chromosomal localization of human genes encoding the three chains of type VI collagen.,1.740514717571004e-10,2.685204676337336e-07,2.8870728380000002e-06,4.564847949e-06,44761,3,26,3,Pubmed,http://pubmed.org/3348212,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
17,Pubmed,15194424,Deficiency of tenascin-X causes a decrease in the level of expression of type VI collagen.,6.9557981642707e-10,9.121485922716381e-07,9.807220464000001e-06,1.8242971845000002e-05,44761,4,26,3,Pubmed,http://pubmed.org/15194424,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
18,Pubmed,18761340,An enhancer required for transcription of the Col6a1 gene in muscle connective tissue is induced by signals released from muscle cells.,6.9557981642707e-10,9.121485922716381e-07,9.807220464000001e-06,1.8242971845000002e-05,44761,4,26,3,Pubmed,http://pubmed.org/18761340,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
19,Pubmed,8806434,Deposition of collagen VI in the extracellular matrix during mouse embryogenesis correlates with expression of the alpha 3(VI) subunit gene.,6.9557981642707e-10,9.121485922716381e-07,9.807220464000001e-06,1.8242971845000002e-05,44761,4,26,3,Pubmed,http://pubmed.org/8806434,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
20,Disease,158810,BETHLEM MYOPATHY 1,2.145088004404267e-09,9.483970339472368e-07,8.296948275e-06,7.587176271000001e-06,19383,3,26,3,OMIM MedGen,https://omim.org/entry/158810,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
21,Disease,cv:C0410179,Ullrich congenital muscular dystrophy 1,2.145088004404267e-09,9.483970339472368e-07,8.296948275e-06,7.587176271000001e-06,19383,3,26,3,Clinical Variations,http://www.ncbi.nlm.nih.gov/medgen?term=C0410179,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
22,Disease,cv:CN117976,Collagen 6-related myopathy,2.145088004404267e-09,9.483970339472368e-07,8.296948275e-06,7.587176271000001e-06,19383,3,26,3,Clinical Variations,http://www.ncbi.nlm.nih.gov/medgen?term=CN117976,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
23,Disease,137800,GLIOMA SUSCEPTIBILITY 1,2.145088004404267e-09,9.483970339472368e-07,8.296948275e-06,7.587176271000001e-06,19383,3,26,3,OMIM MedGen,https://omim.org/entry/137800,"[{'Entrez': 2064, 'Symbol': 'ERBB2'}, {'Entrez': 3417, 'Symbol': 'IDH1'}, {'Entrez': 7157, 'Symbol': 'TP53'}]"
24,Disease,cv:C2750850,Glioma susceptibility 1,2.145088004404267e-09,9.483970339472368e-07,8.296948275e-06,7.587176271000001e-06,19383,3,26,3,Clinical Variations,http://www.ncbi.nlm.nih.gov/medgen?term=C2750850,"[{'Entrez': 2064, 'Symbol': 'ERBB2'}, {'Entrez': 3417, 'Symbol': 'IDH1'}, {'Entrez': 7157, 'Symbol': 'TP53'}]"
25,Disease,C1611706,Myosclerosis,2.145088004404267e-09,9.483970339472368e-07,8.296948275e-06,7.587176271000001e-06,19383,3,26,3,DisGeNET BeFree,,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
26,Disease,254090,ULLRICH CONGENITAL MUSCULAR DYSTROPHY 1,2.145088004404267e-09,9.483970339472368e-07,8.296948275e-06,7.587176271000001e-06,19383,3,26,3,OMIM MedGen,https://omim.org/entry/254090,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
27,Disease,cv:CN029274,Bethlem myopathy 1,2.145088004404267e-09,9.483970339472368e-07,8.296948275e-06,7.587176271000001e-06,19383,3,26,3,Clinical Variations,http://www.ncbi.nlm.nih.gov/medgen?term=CN029274,"[{'Entrez': 1291, 'Symbol': 'COL6A1'}, {'Entrez': 1292, 'Symbol': 'COL6A2'}, {'Entrez': 1293, 'Symbol': 'COL6A3'}]"
